Date,GME,AMC,AMZN,WMT,NVDA,AMD,AAPL,MSFT,DIS,PYPL
2016-09-13,28.23,32.35,791.09,72.63,15.148,6.02,27.9575,58.52,96.9,41.56
2016-09-14,27.04,32.0,765.73,73.48,15.5,6.07,28.2542,58.3,93.86,41.4
2016-09-15,27.74,32.16,793.35,73.5,16.4306,6.3,29.983,59.27,96.6,42.44
2016-09-16,27.93,32.96,781.09,73.53,15.72,6.31,29.62,57.54,94.16,41.3
2016-09-19,28.0,32.53,786.7,74.72,16.0873,6.23,28.811,58.5,94.13,40.33
2016-09-20,27.94,32.85,789.04,74.33,15.9883,6.31,28.5272,57.44,95.36,41.5
2016-09-21,28.32,32.3,805.11,72.4,16.521,6.37,29.5886,60.22,94.0,41.96
2016-09-22,29.44,32.57,822.5,73.03,16.605,6.66,28.673,58.75,97.1,41.38
2016-09-23,29.53,31.49,838.71,75.41,16.5452,6.82,28.576,60.09,97.62,41.67
2016-09-26,28.44,32.1,833.8,74.11,16.617,6.62,29.2,57.4,93.49,40.95
2016-09-27,28.64,31.91,843.61,75.03,16.679,6.7,28.6906,59.39,93.72,41.99
2016-09-28,28.25,31.6,837.54,73.97,16.973,6.64,29.8052,58.51,94.8,41.73
2016-09-29,28.2,32.0,847.33,72.32,17.07,6.78,28.75,57.9,92.8,40.99
2016-09-30,28.02,32.59,862.82,74.12,17.38,7.02,28.8467,60.3,93.25,42.65
2016-10-03,27.91,33.69,846.68,72.55,17.4077,6.96,28.64,58.31,93.82,41.92
2016-10-04,27.56,31.83,838.85,72.43,17.589,7.15,28.74,58.83,95.82,42.52
2016-10-05,27.4,32.01,860.87,73.62,17.3496,7.02,29.3475,60.25,94.24,40.83
2016-10-06,26.68,34.01,866.78,71.96,17.59,7.12,28.9091,58.89,97.09,41.59
2016-10-07,26.91,33.61,875.08,69.4,17.4159,7.0,29.724,60.4,96.62,41.05
2016-10-10,27.29,33.0,855.14,69.86,16.979,6.93,30.1922,59.21,95.33,41.01
2016-10-11,27.24,32.6,869.0,68.48,16.9104,6.6,29.476,57.91,92.09,39.31
2016-10-12,27.39,32.8,866.09,68.77,17.3648,6.73,29.675,57.29,95.23,40.94
2016-10-13,26.7,32.84,850.8,68.98,16.711,6.62,29.578,58.34,94.68,39.4
2016-10-14,26.03,32.98,859.34,71.56,16.9701,6.85,30.4841,58.49,92.9,39.35
2016-10-17,25.4,32.46,842.84,70.65,16.8368,6.89,29.9386,58.09,92.96,41.1
2016-10-18,25.46,32.9,847.8,70.56,17.1495,7.01,30.2132,59.49,91.65,41.8
2016-10-19,25.0,31.56,839.66,69.2,17.1511,6.89,30.11,58.8,94.24,40.36
2016-10-20,25.33,32.2,850.01,70.34,16.9944,7.06,29.349,57.67,92.9,41.99
2016-10-21,25.48,32.3,823.55,68.7,17.485,6.78,29.46,60.77,97.39,45.77
2016-10-24,26.31,32.7,853.66,70.08,18.1549,7.118,30.6539,64.0,93.79,45.62
2016-10-25,24.86,32.7,846.73,71.95,18.6778,7.7,30.6614,61.7,93.06,43.87
2016-10-26,25.45,32.0,838.43,69.66,18.44,7.41,28.9747,61.22,96.69,43.72
2016-10-27,24.11,32.15,825.14,69.96,18.02,7.44,29.07,61.1,95.61,42.17
2016-10-28,24.4,31.42,808.05,71.43,18.33,7.6,29.65,62.03,94.84,41.95
2016-10-31,25.25,32.46,818.38,70.74,17.82,7.44,29.434,60.44,95.84,42.58
2016-11-01,24.39,31.9,807.88,72.5,17.706,7.3,27.9779,60.1,95.8,41.71
2016-11-02,21.25,31.4,769.71,71.06,17.51,6.83,28.0968,59.79,95.63,41.87
2016-11-03,21.04,32.0,787.73,70.43,17.53,6.8,28.3579,62.1,95.77,41.36
2016-11-04,20.75,32.1,786.6,69.53,17.3375,6.89,28.18,59.26,96.09,41.2
2016-11-07,22.14,32.1,807.91,73.15,18.5165,7.04,28.2284,62.58,95.19,41.72
2016-11-08,21.92,33.58,812.26,72.53,18.62,7.0,28.231,63.0,95.7,42.78
2016-11-09,22.4,34.4,779.71,71.9,18.08,7.19,28.14,62.22,96.26,41.35
2016-11-10,22.52,33.4,752.02,74.6,17.6536,6.392,27.0687,61.6,98.65,41.02
2016-11-11,23.4,35.4,761.22,73.87,22.9501,6.775,27.3617,60.23,99.19,40.19
2016-11-14,23.62,34.8,744.6,71.28,21.79,7.01,26.5796,60.53,101.8,39.91
2016-11-15,23.09,34.95,749.24,71.71,21.9804,7.14,27.1058,60.02,99.8,40.44
2016-11-16,24.19,34.9,756.43,72.43,23.5541,7.94,27.8262,59.89,100.06,40.65
2016-11-17,24.18,36.2,781.1,71.12,23.8782,8.52,27.8353,62.65,100.35,41.11
2016-11-18,24.35,36.41,797.22,69.84,24.38,9.07,27.648,61.59,100.39,41.04
2016-11-21,24.29,36.38,802.0,69.7,23.785,9.11,29.262,63.49,101.13,41.09
2016-11-22,24.53,36.4,811.08,70.92,23.4805,9.11,29.24,62.83,97.96,40.93
2016-11-23,27.29,34.9,797.55,72.21,24.5673,9.2,28.4701,60.6,99.29,40.31
2016-11-25,26.01,35.8,791.07,72.7,23.69,9.01,28.1119,61.87,103.13,42.08
2016-11-28,26.31,34.4,780.27,71.6,23.837,9.12,28.8726,60.69,102.6,40.35
2016-11-29,24.88,35.01,773.41,71.57,24.0241,9.17,28.992,62.22,103.89,41.05
2016-11-30,24.81,34.63,752.68,73.31,23.8,9.25,28.88,62.38,102.8,40.58
2016-12-01,24.87,34.1,770.3,71.35,22.92,8.63,27.4293,60.9,99.27,40.18
2016-12-02,25.13,33.36,768.31,71.55,22.439,8.76,28.038,61.79,102.6,39.06
2016-12-05,25.53,34.7,782.04,70.75,24.06,9.1,28.3205,62.78,101.01,39.06
2016-12-06,26.08,35.1,791.25,70.39,24.0158,9.66,27.8197,60.37,101.12,40.27
2016-12-07,26.66,33.41,791.1,71.2,23.9477,9.96,28.1904,61.98,103.39,39.52
2016-12-08,26.97,32.3,779.31,71.78,23.55,10.83,28.83,62.38,106.63,39.73
2016-12-09,27.04,33.4,795.56,73.07,23.977,10.48,28.6394,64.16,108.29,41.61
2016-12-12,27.67,33.85,763.42,72.75,22.8439,11.05,29.233,65.27,105.43,40.98
2016-12-13,26.43,33.0,774.64,74.8,23.3256,10.88,28.9126,63.2,107.68,39.52
2016-12-14,26.0,32.91,792.44,73.7,24.6076,10.61,29.661,65.34,104.29,40.72
2016-12-15,26.01,34.0,762.0,71.56,25.5274,10.99,29.163,65.25,108.39,40.11
2016-12-16,26.43,32.1,765.12,73.04,26.1697,10.77,29.4037,65.0,106.89,41.28
2016-12-19,26.2,33.7,769.0,74.86,26.0396,11.4,29.77,64.07,105.4,39.65
2016-12-20,26.61,34.76,798.15,74.08,27.4846,11.89,30.5637,64.84,109.9,41.3
2016-12-21,27.31,34.8,771.1,72.54,26.6059,11.94,30.463,66.61,108.98,40.5
2016-12-22,26.26,35.8,776.08,72.27,27.4472,12.1,30.2559,63.82,108.04,40.47
2016-12-23,26.42,36.5,795.87,69.7,27.923,11.85,30.51,65.9,106.37,40.5
2016-12-27,26.27,36.33,790.2,70.2,30.57,12.25,30.584,64.83,107.47,41.0
2016-12-28,25.69,35.06,801.33,69.79,28.5433,11.69,30.06,64.93,107.9,41.39
2016-12-29,25.43,35.2,788.96,70.56,28.1851,11.65,30.187,65.3,106.78,39.99
2016-12-30,26.05,35.02,750.82,72.05,27.327,11.65,30.102,64.0,107.78,40.11
2017-01-03,26.17,34.95,787.72,70.75,26.1782,11.99,30.3764,63.75,111.06,41.89
2017-01-04,26.64,35.4,787.91,71.51,26.6598,11.55,30.14,64.9,108.92,41.0
2017-01-05,26.0,35.0,819.08,70.5,25.439,11.58,29.9389,62.5,112.5,42.76
2017-01-06,24.99,33.8,819.13,69.44,26.597,11.5,30.8491,65.31,112.39,43.34
2017-01-09,25.6,33.4,833.5,69.06,27.15,11.5,30.4661,64.44,109.84,42.3
2017-01-10,24.75,34.89,832.6,69.98,27.6661,11.72,29.9465,65.42,109.1,41.99
2017-01-11,25.42,35.9,808.72,71.89,27.2,11.4,31.1562,65.66,111.75,42.27
2017-01-12,25.05,35.0,818.53,69.59,26.27,11.0,31.0952,63.68,110.16,42.99
2017-01-13,23.24,35.14,827.67,68.28,26.2408,10.96,30.06,64.4,111.31,42.3
2017-01-17,23.72,34.3,837.27,71.83,25.9115,9.85,31.0,65.35,108.75,41.34
2017-01-18,23.83,34.1,846.01,70.08,26.7504,10.37,30.76,64.0,113.45,43.3
2017-01-19,24.01,35.2,823.69,70.92,27.33,9.9,30.07,64.3,108.05,42.95
2017-01-20,24.39,34.7,827.34,67.37,27.2254,9.85,30.0,65.46,111.09,41.98
2017-01-23,24.79,35.3,847.85,67.61,26.9268,10.06,30.41,64.08,112.11,42.61
2017-01-24,24.92,34.4,857.86,70.6,27.1004,10.53,30.3094,63.96,112.2,43.48
2017-01-25,24.5,34.48,840.2,69.21,27.0533,10.51,31.01,66.19,112.45,41.94
2017-01-26,24.48,34.54,867.78,69.05,28.2087,10.56,31.081,64.83,112.48,42.2
2017-01-27,25.18,34.0,851.59,67.34,29.1696,10.71,30.8928,67.81,114.7,41.49
2017-01-30,24.19,34.46,858.45,68.12,27.617,10.97,30.6585,65.75,114.16,41.81
2017-01-31,24.93,33.94,858.25,69.93,27.634,10.61,30.4713,67.1,111.23,41.15
2017-02-01,25.0,33.0,857.94,68.96,29.7363,12.37,33.3686,66.47,113.9,41.18
2017-02-02,25.11,33.6,852.65,67.2,29.7848,12.77,32.916,63.5,114.59,41.43
2017-02-03,25.77,34.3,818.2,68.5,29.505,12.5,32.94,65.84,113.6,40.84
2017-02-06,25.56,33.3,835.33,68.9,29.6437,13.8,33.9454,64.72,110.61,39.83
2017-02-07,25.66,33.3,840.7,67.14,30.4683,13.88,33.2928,63.73,113.0,40.13
2017-02-08,25.06,31.3,842.42,67.88,30.7545,14.22,34.32,63.43,110.0,42.73
2017-02-09,26.52,31.0,861.27,70.79,29.207,13.52,33.62,66.3,112.23,40.94
2017-02-10,26.41,32.58,859.25,69.77,28.547,13.96,34.64,66.0,111.66,42.05
2017-02-13,26.44,32.91,875.02,68.74,27.849,13.9,33.7333,66.52,111.93,42.76
2017-02-14,25.92,32.0,857.51,71.83,27.785,13.3,35.127,64.69,113.37,42.81
2017-02-15,26.57,31.7,876.1,70.92,27.71,13.6,35.3347,64.6,111.15,43.71
2017-02-16,25.74,31.96,846.28,69.39,27.1811,13.05,33.9373,67.18,114.57,42.41
2017-02-17,26.67,32.7,883.73,69.41,27.4044,13.62,35.45,66.53,114.43,43.1
2017-02-21,27.5,31.76,879.85,74.16,28.2438,14.0,35.668,65.13,114.22,42.72
2017-02-22,27.22,31.75,859.38,72.12,28.63,14.97,35.8331,66.01,115.17,44.26
2017-02-23,25.99,31.35,870.19,73.94,26.1049,14.36,34.8411,66.6,111.49,44.03
2017-02-24,26.38,32.5,881.13,74.8,26.006,14.15,35.568,65.82,112.03,45.15
2017-02-27,27.17,32.21,857.74,73.2,27.3579,15.9,35.8246,66.21,110.44,44.29
2017-02-28,25.2,32.92,886.76,72.04,25.9,15.13,35.892,66.83,113.3,42.0
2017-03-01,24.54,30.9,890.03,70.96,25.8614,15.59,35.6436,66.6,114.77,44.52
2017-03-02,25.87,29.84,855.14,71.15,24.9,14.3,36.3,65.44,112.82,42.86
2017-03-03,26.21,30.7,881.43,71.77,25.1213,13.64,35.253,64.99,114.57,44.28
2017-03-06,25.69,30.7,846.96,70.02,24.6488,13.39,35.079,66.71,115.43,44.91
2017-03-07,24.94,30.09,864.36,73.1,25.741,13.22,36.46,66.2,113.74,43.92
2017-03-08,26.0,30.48,871.4,70.4,25.4,13.69,35.51,66.69,115.91,43.51
2017-03-09,25.0,30.03,882.0,70.24,24.654,13.73,35.81,65.24,113.75,43.1
2017-03-10,25.72,30.79,855.07,72.1,25.62,14.1,34.999,66.83,112.43,43.63
2017-03-13,25.2,31.5,855.84,70.81,25.5436,14.84,35.1,67.85,112.11,43.48
2017-03-14,25.41,31.81,886.06,74.13,26.198,14.5,34.8703,67.02,112.84,43.7
2017-03-15,25.01,30.7,873.98,74.06,26.2315,14.39,35.971,65.8,113.72,44.01
2017-03-16,25.26,31.3,895.26,72.87,26.4835,13.89,36.2509,67.69,114.74,43.3
2017-03-17,24.94,31.7,864.06,70.72,27.3512,13.54,36.4943,67.53,114.34,43.82
2017-03-20,24.96,31.7,874.37,72.98,28.216,14.5,37.077,65.66,115.29,45.24
2017-03-21,25.05,30.96,885.0,70.3,26.9725,14.27,35.25,66.52,111.86,42.99
2017-03-22,24.89,31.4,887.43,70.56,27.0421,14.2,36.922,65.91,115.02,43.92
2017-03-23,24.15,30.9,852.0,70.92,27.7504,13.98,36.32,65.94,113.21,44.82
2017-03-24,21.6,30.95,875.18,71.79,27.8795,14.2,35.9,66.35,116.69,43.4
2017-03-27,21.29,31.1,885.38,72.19,27.342,13.8,35.79,67.9,115.79,43.55
2017-03-28,22.57,30.61,896.0,71.78,27.2138,13.84,37.45,67.21,114.58,44.3
2017-03-29,22.42,32.18,897.56,71.34,27.793,14.12,37.33,67.19,117.1,45.25
2017-03-30,23.08,31.45,906.97,71.97,27.56,14.62,37.2251,67.82,114.56,44.44
2017-03-31,23.47,32.71,911.44,73.17,28.3739,14.67,37.101,68.23,115.82,43.23
2017-04-03,22.0,32.58,896.75,74.73,28.287,15.18,36.198,65.56,115.1,43.18
2017-04-04,22.29,32.1,925.67,75.04,26.159,14.38,36.8955,68.97,114.41,43.14
2017-04-05,21.83,31.0,934.53,73.4,25.3641,14.47,36.991,68.36,114.0,44.1
2017-04-06,22.2,31.1,921.93,71.93,26.23,13.6,36.767,65.88,118.13,43.5
2017-04-07,22.42,31.56,897.91,74.9,25.8686,13.77,36.919,67.31,112.9,44.33
2017-04-10,22.21,30.67,940.76,74.31,24.8285,13.7,36.1298,66.81,116.89,45.07
2017-04-11,22.44,31.3,930.22,75.89,25.66,13.5,37.097,68.17,113.67,43.04
2017-04-12,22.13,30.3,911.99,75.89,25.061,13.18,35.58,68.23,113.69,44.22
2017-04-13,22.75,30.3,916.85,74.77,24.322,12.86,36.1498,65.53,116.6,44.66
2017-04-17,23.07,31.8,921.11,73.55,24.8684,12.87,36.8657,68.0,116.85,45.2
2017-04-18,23.12,30.6,908.55,77.37,25.101,13.46,36.9,67.82,115.96,44.52
2017-04-19,23.46,31.3,914.4,74.15,25.26,13.1,35.63,68.02,117.64,43.5
2017-04-20,24.22,31.87,912.17,76.9,26.419,13.15,36.39,68.3,117.28,45.54
2017-04-21,23.98,32.1,918.09,77.71,26.16,14.0,37.2989,67.6,119.5,45.26
2017-04-24,24.07,32.1,945.17,75.51,26.3945,13.43,36.7,70.31,115.1,45.76
2017-04-25,24.5,32.0,946.73,75.33,26.202,13.54,36.9155,68.46,120.02,46.83
2017-04-26,24.63,32.6,931.09,78.69,26.758,14.08,37.27,69.78,121.25,45.66
2017-04-27,23.8,31.7,962.67,78.08,26.62,13.9,37.5233,69.31,116.06,47.76
2017-04-28,23.03,30.5,948.18,75.21,26.573,13.9,36.4578,70.35,117.8,48.47
2017-05-01,23.4,30.3,948.43,77.37,27.84,13.76,37.355,70.15,116.1,49.82
2017-05-02,23.75,30.51,987.92,77.96,26.58,10.68,36.9325,71.6,115.77,49.58
2017-05-03,24.8,31.3,965.98,76.82,27.0758,10.7,38.04,71.89,113.91,50.25
2017-05-04,23.77,29.9,965.09,77.45,26.148,10.4,38.0599,69.75,116.52,50.57
2017-05-05,25.0,29.8,953.73,78.3,26.906,10.2,37.47,70.0,116.76,49.5
2017-05-08,24.63,29.2,989.09,78.12,26.8092,10.48,38.7643,71.49,115.12,49.77
2017-05-09,24.79,29.7,999.97,79.68,25.984,10.43,39.8829,71.82,116.53,49.27
2017-05-10,25.69,28.23,993.58,77.2,31.0348,11.17,38.686,70.63,110.87,51.05
2017-05-11,24.48,28.5,978.02,78.09,31.952,11.14,39.0529,68.98,111.01,50.6
2017-05-12,25.22,27.2,990.16,77.03,32.523,11.75,39.51,70.72,113.69,51.78
2017-05-15,25.41,27.69,979.07,78.9,35.0306,11.79,39.921,69.95,109.96,50.73
2017-05-16,24.8,26.6,1007.52,77.32,34.4472,12.79,40.5622,72.01,110.21,52.39
2017-05-17,24.55,24.6,954.81,77.03,32.72,11.8,38.5242,69.83,111.1,49.5
2017-05-18,24.05,25.0,964.11,80.06,33.99,11.426,38.51,68.85,110.32,50.5
2017-05-19,25.15,25.4,991.43,82.16,35.0,11.53,38.436,70.93,112.17,50.04
2017-05-22,24.34,25.0,976.36,82.27,34.987,11.08,39.9317,68.59,111.41,50.96
2017-05-23,22.77,25.3,984.37,80.42,34.4062,11.22,40.26,70.51,109.15,50.77
2017-05-24,23.34,23.7,995.09,78.2,35.0919,11.06,40.137,71.81,110.08,51.71
2017-05-25,24.39,24.3,1012.83,78.32,35.118,11.22,38.4923,72.4,112.23,53.44
2017-05-26,23.06,25.4,1024.08,81.94,36.93,11.0,38.8014,72.83,110.69,53.29
2017-05-30,22.74,24.52,1012.3,78.19,37.4062,11.48,39.0144,73.47,110.53,53.11
2017-05-31,22.73,23.1,1014.1,81.6,37.487,11.42,38.91,72.93,109.43,52.51
2017-06-01,22.78,23.81,1008.57,80.06,36.43,11.27,39.328,71.2,112.03,55.6
2017-06-02,22.98,25.0,1015.46,79.84,37.19,11.1,39.8597,73.99,107.29,54.97
2017-06-05,22.75,25.0,1052.55,81.04,38.3044,11.5,39.2283,73.1,109.77,54.6
2017-06-06,22.3,24.5,1041.0,81.18,37.021,12.27,40.4301,74.19,109.9,55.4
2017-06-07,22.54,24.34,1056.98,80.57,38.19,12.8,39.3089,73.0,106.78,55.16
2017-06-08,22.38,24.05,1055.18,80.69,41.303,13.2,40.2484,73.36,106.88,55.82
2017-06-09,22.95,23.9,979.54,83.2,37.6,12.7,38.41,72.74,106.49,54.7
2017-06-12,22.33,23.5,980.52,80.82,37.5901,12.38,37.627,71.93,109.21,53.42
2017-06-13,22.03,25.23,999.14,81.0,39.16,12.23,38.0529,72.94,111.58,52.19
2017-06-14,21.85,25.2,996.3,80.1,38.66,12.36,37.42,72.39,108.63,53.9
2017-06-15,21.41,24.28,1000.95,81.55,39.3767,11.9,37.0103,70.8,110.81,54.41
2017-06-16,20.66,24.77,1032.43,78.74,39.261,11.79,36.5512,71.0,108.86,53.57
2017-06-19,21.1,25.25,996.59,76.7,40.34,12.19,37.721,71.63,107.98,54.93
2017-06-20,21.65,23.7,1031.63,78.1,39.5647,12.69,36.75,71.04,108.91,54.78
2017-06-21,20.95,23.6,1035.58,80.01,40.5172,14.03,36.6889,71.17,105.1,55.47
2017-06-22,21.41,23.1,1026.6,75.52,40.7014,14.7,36.4105,73.59,105.5,56.31
2017-06-23,20.87,23.9,1053.42,78.39,38.6304,14.4,36.78,71.85,109.05,55.73
2017-06-26,21.71,24.26,1023.63,76.2,38.7105,14.25,37.572,71.23,107.18,55.04
2017-06-27,21.91,23.89,987.42,79.15,38.234,13.8,37.264,70.4,106.08,53.73
2017-06-28,21.69,24.8,1010.85,78.43,38.116,13.69,36.5568,73.1,109.41,54.4
2017-06-29,22.47,24.12,1009.82,77.07,36.96,13.2,36.03,69.99,109.55,55.86
2017-06-30,21.93,23.65,1009.0,77.53,36.87,12.93,36.061,69.72,110.73,53.82
2017-07-03,21.9,23.2,,77.7,35.6323,12.68,,,107.69,53.38
2017-07-05,22.22,22.66,986.9,77.4,37.0444,13.59,36.9992,69.57,108.52,56.54
2017-07-06,21.14,22.56,977.12,75.72,37.01,13.63,37.0526,69.82,107.51,55.15
2017-07-07,21.57,22.68,995.83,77.55,37.78,13.68,36.262,70.85,105.18,55.37
2017-07-10,21.78,22.2,1045.04,74.09,40.172,14.48,36.395,72.93,105.78,56.28
2017-07-11,21.15,22.7,1020.9,76.04,40.83,14.4,36.8397,73.08,105.95,54.87
2017-07-12,21.13,21.7,1023.64,75.71,42.3853,14.37,36.637,73.95,106.13,57.77
2017-07-13,22.04,22.48,1029.81,76.77,40.4242,13.75,37.1715,75.22,106.84,60.3
2017-07-14,21.62,22.1,1030.99,78.3,42.7118,14.02,37.63,73.09,106.58,57.34
2017-07-17,21.8,20.3,1028.83,78.03,41.2816,14.5,38.21,74.59,108.57,59.49
2017-07-18,21.6,21.1,1041.01,77.9,41.81,13.57,38.42,75.0,110.63,59.82
2017-07-19,21.5,20.49,1041.14,75.97,42.164,13.7,38.007,75.27,107.91,61.24
2017-07-20,21.7,21.2,1070.9,77.83,43.95,14.0,39.311,74.84,109.49,60.66
2017-07-21,21.32,20.69,1066.21,78.17,42.416,14.56,39.3597,77.31,110.13,61.53
2017-07-24,21.7,20.5,1086.79,79.97,43.0847,14.21,39.4406,77.1,110.0,61.44
2017-07-25,21.42,21.82,1064.19,79.62,42.368,14.3,39.582,75.29,109.19,60.12
2017-07-26,21.47,21.95,1053.3,79.5,43.14,14.91,39.51,74.24,109.81,61.5
2017-07-27,22.5,20.9,1084.0,82.29,40.483,14.35,37.78,74.07,111.0,61.73
2017-07-28,21.9,20.8,1058.59,81.34,41.2127,14.4,37.514,75.11,110.39,59.5
2017-07-31,22.42,20.5,998.26,81.37,40.9008,13.71,38.0511,75.3,114.88,61.15
2017-08-01,22.37,21.1,1035.85,82.6,42.8299,13.9,37.9143,73.44,115.62,61.21
2017-08-02,21.46,15.9,1040.48,84.3,42.6799,13.59,40.61,75.46,110.25,61.11
2017-08-03,22.56,15.8,998.7,82.54,43.45,13.65,39.8344,72.79,111.62,60.93
2017-08-04,22.58,17.03,1022.27,80.74,42.8615,13.75,40.0871,74.35,111.42,60.83
2017-08-07,23.28,16.8,1037.26,83.57,43.3996,14.02,40.8654,74.1,111.25,60.5
2017-08-08,22.13,16.4,1033.37,83.2,44.034,13.47,40.75,73.39,111.13,60.51
2017-08-09,22.26,16.0,1006.53,83.82,45.0283,13.02,42.077,73.88,105.01,60.07
2017-08-10,22.5,14.67,976.16,83.43,41.212,12.66,39.74,74.48,104.7,58.32
2017-08-11,22.14,14.24,973.23,83.8,40.75,12.61,39.75,72.5,105.63,59.3
2017-08-14,22.56,13.7,996.9,81.1,43.9,13.06,40.207,75.45,104.1,60.04
2017-08-15,21.31,13.71,1014.37,84.55,42.186,13.26,40.5,76.74,103.77,62.57
2017-08-16,22.24,13.4,986.0,84.49,42.1449,12.79,40.2569,77.1,104.5,60.57
2017-08-17,22.1,13.25,968.91,82.5,41.9859,12.39,39.576,72.7,103.29,60.08
2017-08-18,21.52,13.0,997.38,83.16,42.371,12.75,39.861,73.58,101.9,61.37
2017-08-21,21.84,13.17,974.76,80.12,40.4667,12.16,39.5662,72.59,106.17,59.9
2017-08-22,22.05,13.47,1013.7,82.28,41.3293,12.29,40.449,74.68,103.25,63.61
2017-08-23,21.67,13.02,990.0,81.39,43.46,12.8,41.575,74.06,103.4,61.38
2017-08-24,22.25,13.3,988.15,81.1,41.7447,12.5,41.4392,73.98,102.37,61.0
2017-08-25,19.6,13.4,964.78,81.18,41.2897,12.92,41.336,75.62,102.94,60.56
2017-08-28,20.1,13.31,958.73,79.8,42.0885,12.26,42.0394,73.33,103.75,62.0
2017-08-29,19.27,13.17,985.46,79.39,41.179,12.18,41.6938,73.62,104.65,63.45
2017-08-30,18.96,13.66,992.73,80.85,42.19,13.21,41.6162,75.96,105.6,62.84
2017-08-31,18.6,13.4,986.4,81.15,42.6,13.0,43.0,75.11,103.2,61.99
2017-09-01,19.18,14.27,1001.05,78.63,44.028,13.7,41.2338,74.87,105.9,62.57
2017-09-05,19.32,14.7,967.32,81.4,41.9713,13.43,41.27,73.61,104.3,64.03
2017-09-06,19.87,15.0,970.4,80.81,41.9722,13.19,40.8571,76.6,104.4,63.29
2017-09-07,19.67,14.0,1007.32,81.41,42.29,13.2,41.005,75.31,100.03,65.0
2017-09-08,19.29,13.79,971.1,81.36,42.0761,12.74,40.1404,76.83,98.53,62.78
2017-09-11,19.2,14.8,1012.49,80.34,43.05,12.74,41.356,78.09,101.74,64.21
2017-09-12,20.22,14.9,994.37,80.63,43.4437,12.6,41.925,77.57,99.31,63.85
2017-09-13,20.43,15.8,1022.8,82.9,43.89,12.55,40.3015,78.49,103.36,63.3
2017-09-14,20.63,16.54,1026.73,82.24,43.78,12.75,39.77,77.95,102.0,64.98
2017-09-15,20.89,17.67,1004.99,83.55,46.4869,12.56,40.23,78.79,98.89,63.7
2017-09-18,20.8,17.07,1017.77,82.0,47.1333,13.61,40.4692,76.99,101.0,65.67
2017-09-19,20.8,15.84,1018.0,82.65,48.902,13.42,40.4513,78.28,100.36,64.11
2017-09-20,20.4,15.45,1017.17,84.0,48.37,13.85,40.2267,78.42,103.04,67.91
2017-09-21,20.51,16.5,983.75,83.86,47.4,13.75,40.2084,75.78,99.68,65.24
2017-09-22,20.15,16.2,1002.8,79.92,45.92,13.8,39.3595,77.48,102.8,65.46
2017-09-25,20.61,15.65,962.75,79.5,44.41,12.87,38.2408,75.02,101.77,63.8
2017-09-26,20.84,15.9,944.4,82.31,44.06,12.72,38.665,76.48,102.92,64.79
2017-09-27,21.57,16.2,979.83,81.64,45.252,12.97,40.1509,75.2,100.86,64.38
2017-09-28,21.47,16.0,986.6,81.76,44.93,13.17,38.79,74.6,99.76,64.16
2017-09-29,21.29,14.7,983.39,79.21,46.419,12.78,38.99,74.7,99.45,65.44
2017-10-02,21.04,14.9,966.79,78.52,45.23,13.15,39.2411,75.97,101.81,65.22
2017-10-03,21.2,16.4,995.1,82.77,45.0385,13.99,38.71,75.85,104.87,65.71
2017-10-04,20.62,16.3,974.81,80.42,47.0558,13.58,39.73,75.19,104.54,64.85
2017-10-05,20.6,16.61,1022.55,81.67,46.3499,13.66,40.6928,78.07,100.3,67.88
2017-10-06,20.62,15.8,1015.27,80.0,46.086,13.27,40.586,77.0,101.45,67.17
2017-10-09,20.75,15.0,1011.56,81.53,46.9642,13.71,40.25,77.36,102.91,67.71
2017-10-10,20.7,14.42,996.6,84.34,48.3963,14.1,39.969,78.58,104.18,66.44
2017-10-11,20.36,13.9,1012.0,89.9,49.198,14.44,40.3938,79.16,102.95,68.75
2017-10-12,19.9,14.23,1016.13,89.7,49.9413,14.8,40.0,80.48,100.85,71.58
2017-10-13,19.72,14.25,1032.41,89.22,50.6145,14.25,40.8061,79.43,99.46,69.15
2017-10-16,20.28,14.35,1025.6,88.74,50.1769,14.66,40.97,81.29,102.84,68.78
2017-10-17,20.63,14.29,1022.75,89.24,49.9025,14.83,41.7878,78.17,101.16,69.4
2017-10-18,20.38,14.1,1018.0,87.19,50.256,14.69,41.76,81.35,98.86,70.62
2017-10-19,20.77,14.59,1001.49,90.5,51.24,14.56,40.74,78.42,101.69,68.49
2017-10-20,20.14,14.0,1027.13,89.92,50.869,14.38,40.5612,80.57,99.7,73.64
2017-10-23,21.2,14.36,1012.1,89.56,49.317,14.3,40.2739,78.91,101.0,71.9
2017-10-24,20.48,14.5,1001.6,91.47,50.4,14.63,40.335,79.08,99.01,70.88
2017-10-25,20.24,14.37,1021.5,91.04,49.606,12.85,39.9396,81.48,99.0,71.02
2017-10-26,19.92,15.0,985.7,91.42,51.3544,12.403,40.7335,79.71,100.86,71.83
2017-10-27,19.82,15.41,1145.84,89.68,51.203,12.39,42.5689,87.69,101.92,72.86
2017-10-30,19.04,14.0,1124.14,90.1,52.62,11.03,42.47,87.62,99.22,73.92
2017-10-31,19.6,14.4,1110.93,88.98,53.7459,11.362,43.12,83.68,98.88,75.2
2017-11-01,18.8,14.04,1135.87,90.66,52.2,11.2,43.6709,84.52,101.32,75.83
2017-11-02,18.86,13.26,1139.9,88.9,53.11,10.89,43.1409,86.29,100.14,72.49
