Date,BTC-USD,ETH-USD,GME,AMC,AMZN,WMT,NVDA,AMD,AAPL,MSFT,DIS,PYPL
2017-11-16,7871.68994140625,330.92401123046875,16.96,12.5,1168.73,101.8,54.2264,11.34,44.457,86.6,107.3,77.9
2017-11-17,7708.990234375,332.3940124511719,16.45,13.02,1164.14,98.46,54.22,11.91,43.203,86.0,106.84,79.65
2017-11-20,8200.6396484375,366.7300109863281,16.96,13.01,1147.56,97.53,55.63,11.73,44.291,86.26,104.22,76.71
2017-11-21,8071.259765625,360.4010009765625,17.48,12.9,1176.19,99.25,55.3372,11.5,44.324,84.5,106.0,80.58
2017-11-22,8253.5498046875,380.6520080566406,18.16,13.4,1175.3,100.34,55.4603,11.51,44.87,84.87,105.95,80.39
2017-11-24,8253.6904296875,474.9110107421875,18.15,14.39,1197.0,100.57,54.43,11.84,43.882,84.64,104.62,79.25
2017-11-27,9818.349609375,480.3550109863281,18.51,15.5,1201.49,98.27,54.523,11.58,44.3559,85.77,107.84,78.8
2017-11-28,10058.7998046875,472.9020080566406,19.4,16.7,1199.0,98.74,53.3962,11.26,43.3167,86.43,106.74,80.89
2017-11-29,9888.6103515625,427.52301025390625,19.71,15.8,1173.74,101.7,50.826,11.36,43.42,86.29,108.62,74.32
2017-11-30,10233.599609375,447.114013671875,19.09,14.43,1194.57,97.69,50.1924,11.32,44.0597,86.55,105.38,78.57
2017-12-01,10975.599609375,466.5400085449219,19.25,14.0,1173.97,101.55,51.73,10.79,43.9841,88.36,105.81,78.2
2017-12-04,11657.2001953125,470.2040100097656,19.5,14.8,1135.16,98.21,48.888,10.34,44.14,82.36,113.44,72.58
2017-12-05,11916.7001953125,463.281005859375,19.31,14.46,1168.15,98.34,47.516,10.07,42.46,82.39,108.4,71.4
2017-12-06,14291.5,428.5880126953125,19.42,14.36,1185.66,97.53,47.379,10.0,42.8358,85.53,109.21,75.88
2017-12-07,17899.69921875,434.4079895019531,18.86,14.89,1166.09,97.03,48.1553,10.51,43.3,84.31,109.54,75.68
2017-12-08,16569.400390625,456.031005859375,20.1,15.09,1194.0,99.38,49.0641,10.22,43.989,84.92,105.42,72.91
2017-12-11,16936.80078125,515.135986328125,19.36,15.28,1170.99,97.97,50.772,10.67,43.7815,88.82,108.8,73.96
2017-12-12,17415.400390625,651.4310302734375,19.31,15.82,1219.4,97.9,47.91,10.3,44.683,88.79,109.84,75.6
2017-12-13,16408.19921875,702.7670288085938,18.87,15.45,1182.61,98.38,48.779,10.13,45.2116,87.47,111.34,76.1
2017-12-14,16564.0,695.8159790039062,18.46,16.4,1220.22,98.23,46.9867,10.58,44.37,86.38,112.16,75.64
2017-12-15,17706.900390625,684.447998046875,18.4,15.4,1214.26,99.58,49.55,10.69,43.7397,90.11,113.74,77.57
2017-12-18,19114.19921875,794.64501953125,18.85,15.52,1210.04,98.5,51.88,11.25,46.132,88.38,116.33,78.78
2017-12-19,17776.69921875,826.822998046875,18.66,15.94,1246.75,100.5,49.0945,10.97,44.426,86.64,112.74,74.6
2017-12-20,16624.599609375,819.0859985351562,18.87,15.12,1208.08,101.67,49.5,11.51,44.6178,88.53,114.16,76.0
2017-12-21,15802.900390625,821.06298828125,19.24,15.7,1209.95,100.86,49.1704,10.93,44.7465,88.2,112.19,76.32
2017-12-22,13831.7998046875,674.8599853515625,18.87,15.6,1207.11,100.41,50.9069,10.92,44.1937,89.44,109.52,74.91
2017-12-26,16099.7998046875,773.8359985351562,18.85,14.9,1200.66,99.25,51.74,10.85,42.6722,88.8,110.09,74.33
2017-12-27,15838.5,762.8419799804688,19.1,14.4,1203.25,100.43,51.3864,10.68,43.42,89.81,109.38,75.24
2017-12-28,14606.5,737.0230102539062,18.85,15.0,1208.4,103.4,51.65,11.04,42.85,88.74,112.27,77.63
2017-12-29,14656.2001953125,753.5919799804688,18.41,15.2,1217.14,99.29,49.277,10.49,44.2989,89.35,110.96,74.21
2018-01-02,14982.099609375,884.4439697265625,18.74,15.6,1214.72,101.94,50.5838,11.29,44.287,86.31,115.2,74.73
2018-01-03,15201.0,962.719970703125,18.5,15.0,1220.0,100.89,55.6492,11.85,43.3837,88.98,117.4,79.52
2018-01-04,15599.2001953125,980.9219970703125,18.78,14.77,1264.95,100.39,55.8378,12.3,43.8395,89.81,115.58,77.54
2018-01-05,17429.5,997.719970703125,19.25,14.4,1254.44,103.11,55.44,12.16,45.28,89.66,114.35,79.7
2018-01-08,15170.099609375,1148.530029296875,20.03,13.9,1278.31,102.82,56.8,12.83,45.7503,90.04,112.39,80.27
2018-01-09,14595.400390625,1299.739990234375,20.32,14.4,1277.9,102.14,57.466,12.06,43.6358,88.66,111.39,80.44
2018-01-10,14973.2998046875,1255.8199462890625,19.93,14.2,1268.3,101.93,58.31,12.52,43.6983,88.84,110.89,82.48
2018-01-11,13405.7998046875,1154.9300537109375,20.44,14.7,1300.66,102.43,56.96,12.16,45.12,92.43,111.36,79.77
2018-01-12,13980.599609375,1273.199951171875,18.64,14.92,1361.7,101.62,57.673,12.44,44.5067,92.7,117.46,81.46
2018-01-16,11490.5,1053.68994140625,17.83,13.92,1369.79,101.13,57.3549,12.04,45.1644,90.95,111.09,83.56
2018-01-17,11188.599609375,1014.25,18.2,14.12,1313.0,107.0,57.89,12.45,45.838,92.01,114.94,83.95
2018-01-18,11474.900390625,1036.280029296875,18.52,13.7,1301.96,109.0,56.5,12.67,45.428,90.8,115.16,83.88
2018-01-19,11607.400390625,1039.0999755859375,18.43,13.6,1312.35,107.59,57.9515,12.82,46.63,91.0,116.08,87.75
2018-01-22,10931.400390625,1003.260009765625,17.87,13.31,1376.88,110.57,60.7489,12.96,46.31,94.51,115.7,84.02
2018-01-23,10868.400390625,986.22900390625,17.4,13.5,1382.1,106.7,60.7071,12.97,44.93,95.3,114.96,87.64
2018-01-24,11359.400390625,1058.780029296875,17.34,13.2,1384.29,107.13,60.58,12.77,44.942,93.58,112.0,83.95
2018-01-25,11259.400390625,1056.030029296875,16.93,13.79,1437.15,107.4,61.0807,12.87,43.3388,94.71,114.36,85.13
2018-01-26,11171.400390625,1055.1700439453125,17.71,13.33,1455.21,109.07,63.4349,13.43,43.2312,96.06,116.13,85.83
2018-01-29,11296.400390625,1182.3599853515625,17.71,12.98,1436.05,110.29,62.0299,13.52,42.96,97.51,113.88,88.44
2018-01-30,10106.2998046875,1071.1300048828125,17.12,13.0,1508.62,109.56,61.55,13.38,41.8376,95.13,115.46,86.23
2018-01-31,10221.099609375,1118.31005859375,17.46,12.8,1467.97,111.1,62.1,13.96,43.2138,98.94,111.0,87.83
2018-02-01,9170.5400390625,1036.7900390625,17.4,14.1,1440.0,108.4,61.914,13.67,42.151,95.78,112.57,79.4
2018-02-02,8830.75,915.7849731445312,16.51,14.48,1484.69,106.52,58.73,12.45,41.166,94.58,110.4,77.67
2018-02-05,6955.27001953125,697.9509887695312,16.38,13.94,1432.0,104.02,55.777,11.96,40.9148,92.0,109.0,75.377
2018-02-06,7754.0,793.1220092773438,16.49,13.78,1491.96,104.5,56.759,11.83,42.0531,94.58,106.26,78.96
2018-02-07,7621.2998046875,757.0679931640625,16.79,14.5,1468.83,104.48,58.5,12.1,39.907,93.98,107.61,79.24
2018-02-08,8265.58984375,817.8070068359375,16.16,14.07,1404.6,101.64,56.78,11.61,39.1373,89.21,104.21,73.79
2018-02-09,8736.98046875,883.864990234375,16.55,13.51,1353.5,102.25,60.61,11.64,39.6392,89.0,103.26,76.66
2018-02-12,8926.5703125,868.7069702148438,15.8,14.4,1405.45,104.46,58.3105,12.21,41.6824,92.45,107.89,78.11
2018-02-13,8598.3095703125,845.2579956054688,15.63,14.02,1450.06,103.69,60.3874,12.23,42.195,90.14,108.0,75.07
2018-02-14,9494.6298828125,923.5609741210938,16.39,14.68,1507.2,103.3,62.798,12.2,42.0775,94.9,106.6,78.71
2018-02-15,10166.400390625,936.9760131835938,16.61,15.06,1485.29,106.42,63.759,12.22,45.0117,96.11,105.53,79.821
2018-02-16,10233.900390625,944.2100219726562,16.9,14.9,1483.46,105.85,64.0,12.19,43.4839,95.0,109.76,81.95
2018-02-20,11403.7001953125,895.3709716796875,16.59,15.2,1504.2,96.06,62.84,12.52,43.9992,95.42,106.47,77.26
2018-02-21,10690.400390625,849.9710083007812,16.33,15.1,1539.09,94.54,62.8805,12.25,43.8636,95.58,105.69,79.47
2018-02-22,10005.0,812.844970703125,15.75,14.5,1523.44,95.65,63.0621,12.31,44.272,94.44,109.08,81.3
2018-02-23,10301.099609375,864.1890258789062,16.61,15.12,1561.0,95.06,64.3845,12.12,43.904,97.25,108.5,82.91
2018-02-26,10366.7001953125,869.3150024414062,16.65,15.7,1563.5,95.7,64.218,12.72,46.9614,96.48,113.09,82.03
2018-02-27,10725.599609375,878.2650146484375,16.06,16.52,1566.29,93.62,63.17,12.77,45.8078,98.7,107.72,79.79
2018-02-28,10397.900390625,855.198974609375,16.05,15.0,1575.22,91.15,63.0,12.22,45.6,96.14,104.67,80.67
2018-03-01,10951.0,872.2000122070312,15.98,15.43,1500.34,90.96,59.6027,12.1,44.96,94.86,106.38,81.06
2018-03-02,11086.400390625,856.85302734375,16.33,15.8,1574.53,89.58,61.579,11.81,45.9507,96.98,106.68,79.39
2018-03-05,11573.2998046875,853.6840209960938,16.66,16.32,1543.92,91.39,61.2392,12.49,46.071,97.29,108.57,81.1
2018-03-06,10779.900390625,816.9509887695312,16.55,16.74,1579.05,92.6,63.12,12.29,44.9595,96.63,109.4,80.94
2018-03-07,9965.5703125,752.8309936523438,16.19,15.9,1599.0,88.06,61.9,12.53,44.4021,97.67,105.37,81.66
2018-03-08,9395.009765625,704.5960083007812,16.33,15.77,1566.82,88.1,61.293,12.06,44.507,95.13,106.79,83.12
2018-03-09,9337.5498046875,728.916015625,15.95,16.2,1633.47,89.35,61.3771,12.3,45.637,99.31,105.76,82.3
2018-03-12,9205.1201171875,699.8309936523438,16.21,15.7,1656.8,91.42,65.09,11.9,46.02,98.77,108.09,82.9
2018-03-13,9194.849609375,690.8270263671875,16.02,14.81,1589.89,91.6,63.0972,11.71,45.6023,97.56,107.24,83.7
2018-03-14,8269.8095703125,614.291015625,16.16,15.17,1637.0,89.49,64.369,11.92,45.76,97.28,106.6,84.85
2018-03-15,8300.8603515625,611.3040161132812,15.63,15.09,1613.94,91.48,62.463,11.52,45.8258,97.19,105.4,84.84
2018-03-16,8338.349609375,601.666015625,15.61,14.5,1626.58,90.49,63.79,11.63,44.725,99.0,103.54,85.07
2018-03-19,8630.650390625,556.7260131835938,15.26,14.7,1582.98,88.31,62.03,11.64,45.447,95.61,103.52,82.3
2018-03-20,8913.4697265625,557.1749877929688,15.05,14.49,1631.65,88.51,63.017,11.47,45.14,97.27,106.04,82.9
2018-03-21,8929.2802734375,561.7319946289062,14.61,14.58,1630.43,89.99,65.1,11.4,43.3871,94.54,105.65,83.86
2018-03-22,8728.4697265625,539.7020263671875,14.01,14.4,1552.78,90.44,62.5492,11.15,42.6112,93.17,102.3,81.94
2018-03-23,8879.6201171875,539.6190185546875,14.1,13.9,1542.47,86.64,60.211,10.65,41.329,90.76,99.24,77.66
2018-03-26,7833.0400390625,450.1159973144531,14.65,14.32,1601.73,89.8,63.17,10.91,43.4035,94.93,103.35,81.95
2018-03-27,7954.47998046875,446.27899169921875,14.17,14.0,1519.94,89.53,58.61,10.0,43.338,92.05,102.4,77.02
2018-03-28,7165.7001953125,385.9679870605469,14.78,14.0,1442.08,89.58,56.151,10.04,42.98,92.61,102.26,75.56
2018-03-29,6890.52001953125,394.6449890136719,12.92,14.71,1469.4,93.0,60.4278,10.51,42.053,95.6,104.99,77.05
2018-04-02,7456.10986328125,416.89300537109375,13.24,14.5,1379.01,89.81,56.0615,9.91,42.53,90.47,102.78,76.0
2018-04-03,6853.83984375,380.5429992675781,13.23,15.77,1421.04,90.1,58.2896,9.88,42.1138,93.64,103.69,77.49
2018-04-04,6811.47021484375,383.23199462890625,13.78,15.6,1464.25,88.08,59.25,9.79,43.2014,94.37,104.89,74.96
2018-04-05,6636.31982421875,370.2850036621094,13.63,17.17,1465.79,89.45,55.831,10.04,44.0,94.95,106.74,78.79
2018-04-06,6911.08984375,385.3139953613281,13.61,16.58,1449.49,88.76,56.1106,9.66,42.224,91.03,104.16,76.31
2018-04-09,6834.759765625,414.2430114746094,14.03,16.92,1424.47,87.77,53.949,9.88,43.2267,91.36,104.0,78.21
2018-04-10,6968.31982421875,430.5400085449219,13.96,17.1,1475.74,88.98,57.6279,10.47,43.3688,94.1,106.17,78.47
2018-04-11,7889.25,492.9410095214844,13.85,17.0,1488.13,89.32,59.35,10.3,43.15,92.53,101.9,78.4
2018-04-12,7895.9599609375,492.7349853515625,14.25,16.6,1493.2,87.92,59.65,10.44,44.802,97.96,100.6,78.75
2018-04-13,7986.240234375,501.4779968261719,13.91,17.79,1495.87,89.12,60.151,10.29,44.8333,97.64,100.69,79.04
2018-04-16,7902.08984375,502.8940124511719,14.44,17.89,1510.4,88.7,57.9278,10.47,45.611,97.15,103.45,79.6
2018-04-17,8163.419921875,524.7890014648438,14.38,17.6,1555.75,91.0,60.075,10.68,44.6,98.1,106.06,80.58
2018-04-18,8294.3095703125,567.8889770507812,14.12,17.73,1545.15,88.09,61.9257,10.57,45.79,97.51,104.19,82.84
2018-04-19,8845.830078125,615.718017578125,14.02,17.74,1628.09,89.46,57.92,10.52,45.3,97.19,101.04,82.72
2018-04-20,8895.580078125,605.39501953125,13.22,18.0,1555.51,90.55,57.6845,10.41,41.77,96.0,101.66,81.25
2018-04-23,9697.5,708.1580200195312,13.6,17.27,1552.08,87.9,58.36,10.06,41.85,98.17,100.9,80.83
2018-04-24,8845.740234375,615.416015625,13.69,17.4,1461.07,87.0,56.9,10.43,41.527,96.69,104.03,78.82
2018-04-25,9281.509765625,662.8090209960938,14.02,17.81,1464.93,91.29,56.657,9.79,41.7918,92.72,105.06,77.0
2018-04-26,8987.0498046875,647.031982421875,14.33,17.8,1544.49,89.42,56.346,11.05,42.403,97.77,104.49,77.4
2018-04-27,9348.48046875,683.677978515625,14.5,18.0,1637.32,89.65,57.4911,11.48,40.82,96.24,102.79,74.7
2018-04-30,9119.009765625,673.6129760742188,13.7,18.04,1590.73,91.07,58.738,11.12,42.2,96.85,103.88,75.94
2018-05-01,9235.919921875,687.1489868164062,14.17,16.9,1597.98,88.27,57.206,11.48,42.583,96.0,103.69,77.87
2018-05-02,9743.8603515625,779.5430297851562,14.0,16.6,1626.15,87.71,57.1365,11.03,44.6031,95.56,101.33,73.16
2018-05-03,9700.759765625,785.6240234375,12.92,17.26,1642.452,90.48,59.4266,11.3,45.109,97.86,100.27,75.75
2018-05-04,9858.150390625,816.1199951171875,14.0,16.4,1592.29,88.46,59.877,11.66,46.8036,96.36,105.11,76.28
2018-05-07,9234.8203125,752.8569946289062,13.0,17.4,1605.61,86.36,65.13,11.78,48.43,97.78,107.07,75.19
2018-05-08,9325.1796875,752.2750244140625,13.41,17.1,1663.25,88.92,63.0,11.62,47.5036,100.36,106.83,77.68
2018-05-09,9043.9404296875,727.2769775390625,13.47,16.1,1659.0,87.2,64.134,12.16,47.61,96.97,104.9,79.31
2018-05-10,8441.490234375,679.5859985351562,13.03,16.86,1636.65,84.41,65.4414,12.64,47.87,98.52,106.08,79.4
2018-05-11,8504.8896484375,686.0479736328125,13.02,16.7,1657.14,83.75,63.7273,11.96,48.0057,98.7,105.57,79.7
2018-05-14,8510.3798828125,708.8709716796875,13.51,16.9,1633.52,85.65,66.41,12.6,48.039,98.42,104.88,78.85
2018-05-15,8368.830078125,707.0499877929688,13.8,17.25,1582.19,84.65,62.04,12.56,48.25,98.37,106.26,78.18
2018-05-16,8094.31982421875,672.656982421875,13.65,16.9,1607.45,86.13,63.8544,13.35,49.203,97.96,105.85,78.94
2018-05-17,8250.9697265625,694.3670043945312,14.19,17.1,1624.54,86.56,62.9691,12.89,47.7411,96.71,105.84,82.91
2018-05-18,8247.1796875,696.530029296875,12.79,16.5,1628.49,84.98,63.901,13.0,48.5662,98.23,108.56,81.71
2018-05-21,8041.77978515625,647.7410278320312,13.32,16.18,1617.06,88.43,63.14,13.4,48.6336,98.7,105.18,82.94
2018-05-22,7557.81982421875,583.5850219726562,13.14,16.1,1592.3,83.66,62.819,13.39,47.74,101.6,108.61,82.63
2018-05-23,7587.33984375,601.7550048828125,13.24,15.2,1641.19,86.96,62.162,13.5,47.77,101.47,104.87,82.94
2018-05-24,7480.14013671875,586.7340087890625,13.08,15.6,1661.08,84.07,62.2403,13.47,49.0535,98.35,106.87,83.73
2018-05-25,7355.8798828125,587.280029296875,13.24,15.65,1675.92,82.49,63.85,14.07,48.075,99.99,107.1,82.13
2018-05-29,7406.52001953125,559.5900268554688,13.13,15.15,1677.66,83.9,63.6947,13.73,48.765,102.3,101.46,83.2
2018-05-30,7494.169921875,577.64501953125,13.75,15.1,1677.67,87.32,64.6377,14.48,47.758,100.87,100.38,85.4
2018-05-31,7541.4501953125,580.0430297851562,13.8,14.8,1646.37,86.41,66.1303,13.93,47.8361,100.4,101.59,85.19
2018-06-01,7643.4501953125,591.8079833984375,14.07,15.1,1642.45,83.51,65.378,14.4,49.71,103.47,102.16,84.46
2018-06-04,7633.759765625,609.302978515625,14.41,14.92,1671.63,85.82,67.6404,15.41,50.1106,102.63,103.16,86.93
2018-06-05,7653.97998046875,607.1240234375,15.1,14.88,1746.72,88.19,69.5119,15.03,50.0033,105.1,103.03,88.11
2018-06-06,7678.240234375,605.18701171875,14.75,15.2,1767.34,86.39,67.4024,15.86,49.341,103.97,102.47,85.93
2018-06-07,7624.919921875,601.0770263671875,15.1,15.19,1764.1,88.78,66.961,15.28,48.877,102.19,104.19,85.42
2018-06-08,7531.97998046875,597.56201171875,14.88,15.09,1760.07,88.23,68.81,15.3,48.994,103.2,108.85,87.08
2018-06-11,6582.35986328125,496.8429870605469,14.71,14.96,1733.03,86.9,67.102,15.91,49.3807,105.39,107.59,85.22
2018-06-12,6349.89990234375,477.4939880371094,14.75,16.15,1712.18,85.7,67.929,15.92,50.46,105.61,108.1,89.22
2018-06-13,6675.35009765625,519.7420043945312,13.48,15.69,1746.38,86.83,67.0,16.88,49.201,104.75,109.96,88.36
2018-06-14,6456.580078125,491.0039978027344,13.24,15.82,1798.47,85.4,69.1485,16.4,48.8,104.1,114.15,89.11
2018-06-15,6550.16015625,499.6419982910156,14.64,15.8,1726.71,87.5,66.608,16.43,47.89,103.46,112.11,86.89
2018-06-18,6769.93994140625,537.9569702148438,15.5,17.0,1802.18,85.0,66.3664,17.59,47.399,105.11,110.94,89.03
2018-06-19,6776.5498046875,536.2680053710938,15.77,16.92,1742.93,86.92,67.561,16.79,48.6701,102.55,108.1,87.93
2018-06-20,6729.740234375,527.3670043945312,15.77,17.2,1789.13,86.25,66.9647,16.67,46.841,106.11,112.1,88.43
2018-06-21,6083.68994140625,465.8169860839844,15.59,17.7,1790.41,85.54,65.8708,16.07,48.362,105.09,106.93,88.97
2018-06-22,6162.47998046875,474.5199890136719,15.62,16.8,1777.48,88.97,63.1432,16.1,46.92,101.74,110.3,85.19
2018-06-25,6093.669921875,432.7720031738281,15.23,16.5,1702.97,87.51,60.8,15.72,46.0641,99.31,104.58,86.24
2018-06-26,6157.1298828125,442.364990234375,15.63,16.49,1726.72,89.88,62.3705,16.0,46.3588,100.16,104.77,84.69
2018-06-27,5903.43994140625,422.364990234375,15.0,16.2,1737.83,86.94,60.79,15.59,46.54,101.75,104.2,84.66
2018-06-28,6218.2998046875,436.0090026855469,14.94,16.53,1758.26,87.63,60.389,16.01,47.783,102.61,109.49,84.71
2018-06-29,6404.0,455.17999267578125,15.11,16.2,1743.1,86.16,60.058,15.56,46.789,103.16,109.84,84.12
2018-07-02,6529.58984375,464.19500732421875,14.4,16.21,1723.22,86.0,61.72,15.57,47.573,104.88,107.26,87.64
2018-07-03,6597.5498046875,467.3179931640625,14.18,16.17,1745.29,87.88,59.98,16.0,47.51,101.4,109.2,83.49
2018-07-05,6673.5,474.0119934082031,15.28,17.1,1768.26,85.57,60.8028,16.1,48.58,102.97,110.5,86.48
2018-07-06,6856.93017578125,491.6600036621094,15.54,17.5,1757.76,84.57,64.4932,16.44,48.1279,103.66,107.84,86.62
2018-07-09,6329.9501953125,434.42401123046875,16.12,17.43,1802.42,88.52,63.0774,17.26,47.975,104.03,107.41,88.69
2018-07-10,6394.7099609375,446.51800537109375,15.54,17.43,1765.42,87.99,63.4619,17.07,48.9122,104.88,107.41,88.5
2018-07-11,6228.81005859375,430.0740051269531,15.3,18.1,1838.0,89.52,62.9608,16.74,48.39,107.06,108.93,87.94
2018-07-12,6238.0498046875,434.0270080566406,15.37,18.0,1880.81,90.48,64.633,17.04,47.9843,105.23,112.39,93.0
2018-07-13,6276.1201171875,436.08599853515625,15.96,17.27,1841.02,91.6,62.6,16.95,49.7695,106.68,113.0,90.09
2018-07-16,7321.0400390625,501.00201416015625,15.95,17.0,1829.39,90.92,63.08,16.63,47.8076,107.56,110.3,89.37
2018-07-17,7370.77978515625,480.51300048828125,14.84,17.06,1910.08,89.69,63.8113,17.02,49.6628,110.19,115.6,91.25
2018-07-18,7466.85986328125,469.6189880371094,14.81,16.46,1864.75,88.47,65.146,17.21,49.5,109.71,115.75,89.93
2018-07-19,7354.1298828125,450.697998046875,15.26,16.58,1877.53,88.78,64.412,17.04,50.32,104.4,115.57,89.84
2018-07-20,7419.2900390625,462.4360046386719,15.37,16.22,1857.6,90.89,64.5955,16.7,49.38,109.42,112.85,91.16
2018-07-23,8424.26953125,479.37298583984375,15.23,15.8,1850.0,90.43,64.1611,17.22,48.6669,113.13,116.42,90.18
2018-07-24,8181.39013671875,472.4930114746094,14.85,15.6,1871.0,91.49,65.2743,16.28,49.46,109.18,113.9,91.57
2018-07-25,7951.580078125,464.0369873046875,14.66,15.76,1904.16,91.6,63.9741,16.43,50.651,111.86,114.91,95.82
2018-07-26,8165.009765625,469.6659851074219,15.08,16.3,1823.0,90.59,64.63,18.83,50.1824,113.82,114.03,91.44
2018-07-27,8192.150390625,466.89801025390625,15.21,16.2,1829.8,92.39,65.203,19.09,48.602,109.63,113.47,87.26
2018-07-30,7780.43994140625,433.86700439453125,15.4,16.05,1788.34,89.8,61.2202,19.96,47.655,107.64,114.72,83.14
2018-07-31,7624.91015625,420.74700927734375,15.1,16.7,1864.13,90.19,63.429,18.69,48.7353,106.53,115.79,84.23
2018-08-01,7567.14990234375,412.6210021972656,15.1,16.28,1819.01,89.11,64.6589,19.01,52.142,110.34,118.42,86.08
2018-08-02,7434.39013671875,418.2619934082031,15.3,17.05,1889.57,92.03,63.952,18.94,54.076,111.78,116.66,89.07
2018-08-03,7032.85009765625,407.25201416015625,15.46,17.67,1884.86,93.2,64.551,19.21,54.4893,111.32,116.89,87.09
2018-08-06,6753.1201171875,380.2149963378906,15.15,17.5,1920.63,89.7,64.9576,19.85,53.1699,109.91,119.39,86.36
2018-08-07,6305.7998046875,356.6130065917969,15.49,17.8,1895.03,93.35,66.443,19.95,52.5997,111.3,121.64,87.4
2018-08-08,6568.22998046875,365.5880126953125,16.01,17.9,1889.71,91.24,67.401,20.27,53.8758,112.16,116.32,90.75
2018-08-09,6184.7099609375,334.1759948730469,15.43,17.1,1934.56,91.35,66.606,19.2,54.27,114.75,115.34,87.47
2018-08-10,6295.72998046875,322.11199951171875,15.67,17.61,1901.9,90.73,65.2034,19.85,53.3171,110.0,114.18,91.2
2018-08-13,6199.7099609375,278.9320068359375,15.39,17.49,1986.7,90.37,64.08,19.88,53.8592,108.34,115.93,89.0
2018-08-14,6308.52001953125,282.364013671875,15.7,17.9,1933.75,93.81,68.1147,20.26,54.1885,111.71,114.53,87.8
2018-08-15,6334.72998046875,288.0459899902344,15.52,17.8,1974.59,90.58,67.37,20.2,53.54,109.01,114.62,88.32
2018-08-16,6580.6298828125,315.72900390625,15.35,18.5,1958.03,102.73,65.86,19.8,53.91,111.87,117.52,89.0
2018-08-17,6423.759765625,295.81201171875,15.83,19.05,1945.21,98.21,63.859,20.04,56.217,110.85,112.58,88.84
2018-08-20,6488.759765625,281.9440002441406,15.99,18.58,1969.51,100.0,64.58,20.75,56.119,108.77,116.91,86.59
2018-08-21,6376.7099609375,271.34100341796875,17.04,19.51,1926.65,100.64,63.78,20.4,54.48,107.29,116.28,90.06
2018-08-22,6534.8798828125,277.10400390625,17.05,20.0,1909.1,97.02,68.256,21.8,56.178,109.36,115.37,90.91
2018-08-23,6719.9599609375,282.9670104980469,17.36,19.8,1942.0,98.96,69.03,23.06,54.8015,107.87,115.0,88.11
2018-08-24,6763.18994140625,279.64599609375,16.8,20.09,1959.42,98.28,69.595,24.15,54.99,112.5,115.56,90.7
2018-08-27,7096.27978515625,296.4989929199219,14.89,19.2,1931.03,96.74,71.847,26.16,55.013,113.7,114.35,90.82
2018-08-28,7047.16015625,289.31201171875,14.31,19.37,2014.8,98.36,71.972,26.21,55.052,111.2,118.16,93.63
2018-08-29,6978.22998046875,284.1050109863281,14.16,19.62,2012.0,98.39,72.9066,25.8,56.784,115.04,115.7,95.41
2018-08-30,7037.580078125,283.0039978027344,13.79,18.9,2009.31,98.4,69.7419,25.53,57.4512,116.68,116.01,94.25
2018-08-31,7193.25,295.34100341796875,13.29,19.76,2099.55,99.85,73.06,26.28,58.5047,116.65,113.34,93.27
2018-09-04,6792.830078125,232.33099365234375,14.36,19.94,2072.81,98.64,71.997,28.85,59.9,113.48,111.9,97.12
2018-09-05,6529.169921875,230.21499633789062,16.28,19.4,2084.35,100.82,70.503,29.71,59.4358,111.19,111.44,90.43
2018-09-06,6467.06982421875,217.2030029296875,16.22,20.0,2042.32,98.08,69.43,28.43,57.819,112.08,110.4,91.0
2018-09-07,6225.97998046875,197.9510040283203,16.19,20.3,2039.2,97.07,70.78,28.41,55.986,112.72,111.16,89.62
2018-09-10,6321.2001953125,185.0659942626953,16.0,20.7,2027.49,98.7,70.0361,31.0,56.7359,109.54,113.94,90.3
2018-09-11,6351.7998046875,183.33099365234375,16.35,20.3,2007.18,98.19,69.4,30.9,57.6034,112.03,112.9,95.3
2018-09-12,6517.31005859375,211.35400390625,16.99,20.76,2066.0,96.23,68.03,32.95,57.9818,114.89,113.26,95.2
2018-09-13,6512.7099609375,211.74899291992188,17.08,20.7,2009.17,95.5,71.118,30.65,58.8398,112.92,114.85,95.7
2018-09-14,6543.2001953125,223.07400512695312,17.01,20.3,2065.94,98.54,69.29,34.04,56.8,118.63,111.98,93.03
2018-09-17,6371.2998046875,209.97500610351562,16.91,20.55,1927.19,95.36,69.1111,33.4,56.47,116.18,110.56,91.94
2018-09-18,6398.5400390625,209.968994140625,16.6,20.0,1998.11,98.96,70.095,32.0,56.02,115.87,115.0,92.27
2018-09-19,6519.669921875,224.59100341796875,16.7,21.02,1939.41,96.48,68.351,32.35,55.0397,114.3,111.85,92.13
2018-09-20,6734.9501953125,246.58399963378906,16.91,21.03,2018.5,98.95,69.23,31.65,56.6536,117.7,115.04,91.2
2018-09-21,6721.97998046875,240.47999572753906,16.6,21.79,1992.08,100.1,67.5016,32.2,55.626,115.31,113.4,95.08
2018-09-24,6446.47021484375,218.5050048828125,16.27,20.5,1951.87,98.41,67.676,32.83,55.3545,119.55,113.47,93.81
2018-09-25,6495.0,215.8470001220703,16.5,20.7,2070.78,95.5,69.972,32.62,55.8661,117.78,114.84,90.94
2018-09-26,6676.75,228.49400329589844,15.75,20.28,2066.74,99.25,68.96,32.75,57.322,115.89,118.51,90.36
2018-09-27,6644.1298828125,222.40199279785156,16.3,20.76,2090.44,95.87,70.08,33.38,58.9158,118.54,120.86,91.83
